カテゴリー,分類群,vernacularName,学名,id,language,locality,countryCode,source,lexicon,contributor,created,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references
絶滅危惧II類（VU）,維管束植物,タガソデソウ,Cerastium pauciflorum var. amurense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,タカネミミナグサ,Cerastium rubescens var. koreanum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,タチハコベ,Moehringia trinervia,371857,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:46:05Z,https://www.inaturalist.org/taxa/371857,https://www.inaturalist.org/taxa/371857,https://www.inaturalist.org/taxa/61885,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,trinervia,"",2019-08-27T02:54:10Z,Moehringia trinervia,species,http://www.ubio.org/browser/details.php?namebankID=2671552
絶滅危惧II類（VU）,維管束植物,ヒナワチガイソウ,Pseudostellaria heterantha var. linearifolia,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,ナンブワチガイソウ,Pseudostellaria japonica,869585,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:54:09Z,https://www.inaturalist.org/taxa/869585,https://www.inaturalist.org/taxa/869585,https://www.inaturalist.org/taxa/72322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Pseudostellaria,japonica,"",2020-02-19T15:57:35Z,Pseudostellaria japonica,species,https://eol.org/pages/2903796
絶滅危惧II類（VU）,維管束植物,クシロワチガイソウ,Pseudostellaria sylvatica,506434,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:28:37Z,https://www.inaturalist.org/taxa/506434,https://www.inaturalist.org/taxa/506434,https://www.inaturalist.org/taxa/72322,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Pseudostellaria,sylvatica,"",2019-02-15T18:31:22Z,Pseudostellaria sylvatica,species,http://eol.org/pages/2873189
絶滅危惧II類（VU）,維管束植物,アオモリマンテマ,Silene aomorensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,エゾマンテマ,Silene foliosa,867935,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:58Z,https://www.inaturalist.org/taxa/867935,https://www.inaturalist.org/taxa/867935,https://www.inaturalist.org/taxa/52195,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,foliosa,"",2020-02-19T15:58:17Z,Silene foliosa,species,https://eol.org/pages/2903874
絶滅危惧II類（VU）,維管束植物,オグラセンノウ,Silene kiusiana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,マツモトセンノウ,Silene sieboldii,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,エンビセンノウ,Silene wilfordii,903431,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:16:42Z,https://www.inaturalist.org/taxa/903431,https://www.inaturalist.org/taxa/903431,https://www.inaturalist.org/taxa/52195,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,wilfordii,"",2020-02-19T15:57:37Z,Silene wilfordii,species,""
絶滅危惧II類（VU）,維管束植物,テバコマンテマ,Silene yanoei,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,オオハコベ,Stellaria bungeana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,イトハコベ,Stellaria filicaulis,869621,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:10:50Z,https://www.inaturalist.org/taxa/869621,https://www.inaturalist.org/taxa/869621,https://www.inaturalist.org/taxa/49389,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,filicaulis,"",2020-02-19T15:58:01Z,Stellaria filicaulis,species,https://eol.org/pages/2903992
絶滅危惧II類（VU）,維管束植物,シコタンハコベ,Stellaria ruscifolia,169346,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:37:22Z,https://www.inaturalist.org/taxa/169346,https://www.inaturalist.org/taxa/169346,https://www.inaturalist.org/taxa/49389,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,ruscifolia,"",2019-02-16T00:21:19Z,Stellaria ruscifolia,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Stellaria+ruscifolia
絶滅危惧II類（VU）,維管束植物,ケスナヅル,Cassytha pubescens,323806,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:30:23Z,https://www.inaturalist.org/taxa/323806,https://www.inaturalist.org/taxa/323806,https://www.inaturalist.org/taxa/119899,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cassytha,pubescens,"",2019-02-16T10:04:53Z,Cassytha pubescens,species,http://www.ubio.org/browser/details.php?namebankID=3409621
絶滅危惧II類（VU）,維管束植物,シナクスモドキ,Cryptocarya chinensis,632420,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:24:21Z,https://www.inaturalist.org/taxa/632420,https://www.inaturalist.org/taxa/632420,https://www.inaturalist.org/taxa/157061,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,chinensis,"",2019-02-16T11:53:32Z,Cryptocarya chinensis,species,http://www.theplantlist.org/tpl1.1/search?q=Dioscorea+cirrhosa
絶滅危惧II類（VU）,維管束植物,オキナワコウバシ,Lindera communis var. okinawensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,ガッサントリカブト,Aconitum gassanense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,センウズモドキ,Aconitum jaluense subsp. iwatekense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,マシケレイジンソウ,Aconitum mashikense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,キタザワブシ,Aconitum nipponicum subsp. micranthum,1060506,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:26:08Z,https://www.inaturalist.org/taxa/1060506,https://www.inaturalist.org/taxa/1060506,https://www.inaturalist.org/taxa/911626,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,nipponicum,micranthum,2020-03-30T19:11:44Z,Aconitum nipponicum micranthum,subspecies,""
絶滅危惧II類（VU）,維管束植物,ミョウコウトリカブト,Aconitum nipponicum subsp. nipponicum var. septemcarpum,911627,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:09:46Z,https://www.inaturalist.org/taxa/911627,https://www.inaturalist.org/taxa/911627,https://www.inaturalist.org/taxa/911626,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,nipponicum,nipponicum,2019-07-23T13:56:49Z,Aconitum nipponicum nipponicum,subspecies,http://ylist.info
絶滅危惧II類（VU）,維管束植物,ワガトリカブト,Aconitum okuyamae var. wagaense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,タカネトリカブト,Aconitum zigzag,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,シコクフクジュソウ,Adonis shikokuensis,1029873,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T02:31:50Z,https://www.inaturalist.org/taxa/1029873,https://www.inaturalist.org/taxa/1029873,https://www.inaturalist.org/taxa/54004,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,shikokuensis,"",2020-02-19T06:21:42Z,Adonis shikokuensis,species,https://eol.org/pages/5519348
絶滅危惧II類（VU）,維管束植物,ウラホロイチゲ,Anemone amurensis,950620,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:08:07Z,https://www.inaturalist.org/taxa/950620,https://www.inaturalist.org/taxa/950620,https://www.inaturalist.org/taxa/950583,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonoides,amurensis,"",2019-10-03T09:53:48Z,Anemonoides amurensis,species,""
絶滅危惧II類（VU）,維管束植物,フタマタイチゲ,Anemone dichotoma,861488,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:03:09Z,https://www.inaturalist.org/taxa/861488,https://www.inaturalist.org/taxa/861488,https://www.inaturalist.org/taxa/714011,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonastrum,dichotomum,"",2019-10-02T22:35:47Z,Anemonastrum dichotomum,species,""
絶滅危惧II類（VU）,維管束植物,キタダケソウ,Callianthemum hondoense,973526,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:26:11Z,https://www.inaturalist.org/taxa/973526,https://www.inaturalist.org/taxa/973526,https://www.inaturalist.org/taxa/184347,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Callianthemum,hondoense,"",2020-02-19T06:22:40Z,Callianthemum hondoense,species,""
絶滅危惧II類（VU）,維管束植物,クロバナハンショウヅル,Clematis fusca,737169,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:51Z,https://www.inaturalist.org/taxa/737169,https://www.inaturalist.org/taxa/737169,https://www.inaturalist.org/taxa/49877,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,fusca,"",2019-11-24T02:16:32Z,Clematis fusca,species,http://eol.org/pages/2873563
絶滅危惧II類（VU）,維管束植物,ムニンセンニンソウ,Clematis terniflora var. boninensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,キバナサバノオ,Dichocarpum pterigionocaudatum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,ヒメキンポウゲ,Halerpestes kawakamii,962374,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:50:12Z,https://www.inaturalist.org/taxa/962374,https://www.inaturalist.org/taxa/962374,https://www.inaturalist.org/taxa/878738,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Halerpestes,kawakamii,"",2020-02-19T06:22:20Z,Halerpestes kawakamii,species,""
絶滅危惧II類（VU）,維管束植物,オキナグサ,Pulsatilla cernua,460886,ja,Japan,JP,"",Japanese,Yoshimasa Uchiyama,2020-03-29T13:17:16Z,https://www.inaturalist.org/taxa/460886,https://www.inaturalist.org/taxa/460886,https://www.inaturalist.org/taxa/57401,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Pulsatilla,cernua,"",2019-12-25T03:14:30Z,Pulsatilla cernua,species,http://www.ubio.org/browser/details.php?namebankID=8489546
絶滅危惧II類（VU）,維管束植物,コキツネノボタン,Ranunculus chinensis,703777,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:32:49Z,https://www.inaturalist.org/taxa/703777,https://www.inaturalist.org/taxa/703777,https://www.inaturalist.org/taxa/48230,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,chinensis,"",2018-04-14T23:36:07Z,Ranunculus chinensis,species,http://efloras.org/flora_page.aspx?flora_id=2
絶滅危惧II類（VU）,維管束植物,ヒキノカサ,Ranunculus ternatus var. ternatus,543459,ja,Japan,JP,"",Japanese,harum.koh,2017-04-19T12:32:55Z,https://www.inaturalist.org/taxa/543459,https://www.inaturalist.org/taxa/543459,https://www.inaturalist.org/taxa/48230,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,ternatus,"",2019-02-16T02:15:30Z,Ranunculus ternatus,species,http://eol.org/pages/2873947
絶滅危惧II類（VU）,維管束植物,ダイセンカラマツ,Thalictrum aquilegiifolium var. daisenense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,ハルカラマツ,Thalictrum baicalense,857544,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:44:13Z,https://www.inaturalist.org/taxa/857544,https://www.inaturalist.org/taxa/857544,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,baicalense,"",2019-02-16T01:46:05Z,Thalictrum baicalense,species,https://eol.org/pages/2873962
絶滅危惧II類（VU）,維管束植物,アポイカラマツ,Thalictrum foetidum var. apoiense,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,チャボカラマツ,Thalictrum foetidum var. glabrescens,487460,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:46:32Z,https://www.inaturalist.org/taxa/487460,https://www.inaturalist.org/taxa/487460,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,foetidum,"",2019-08-27T03:11:23Z,Thalictrum foetidum,species,""
絶滅危惧II類（VU）,維管束植物,ナガバカラマツ,Thalictrum integrilobum,1039441,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:47:40Z,https://www.inaturalist.org/taxa/1039441,https://www.inaturalist.org/taxa/1039441,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,integrilobum,"",2020-02-25T01:32:54Z,Thalictrum integrilobum,species,https://eol.org/pages/52518969
絶滅危惧II類（VU）,維管束植物,コゴメカラマツ,Thalictrum microspermum,1039445,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:50:30Z,https://www.inaturalist.org/taxa/1039445,https://www.inaturalist.org/taxa/1039445,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,microspermum,"",2020-02-25T01:32:45Z,Thalictrum microspermum,species,https://eol.org/pages/52518986
絶滅危惧II類（VU）,維管束植物,イワカラマツ,Thalictrum sekimotoanum,1039450,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:57:16Z,https://www.inaturalist.org/taxa/1039450,https://www.inaturalist.org/taxa/1039450,https://www.inaturalist.org/taxa/169662,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,minus,thunbergii,2020-02-25T01:32:54Z,Thalictrum minus thunbergii,subspecies,https://eol.org/pages/47158966
絶滅危惧II類（VU）,維管束植物,ノカラマツ,Thalictrum simplex var. brevipes,1039451,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:58:12Z,https://www.inaturalist.org/taxa/1039451,https://www.inaturalist.org/taxa/1039451,https://www.inaturalist.org/taxa/362445,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,simplex,brevipes,2020-02-22T04:58:03Z,Thalictrum simplex brevipes,variety,https://eol.org/pages/49901517
絶滅危惧II類（VU）,維管束植物,ノカラマツ,Thalictrum simplex var. brevipes,362445,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:58:27Z,https://www.inaturalist.org/taxa/362445,https://www.inaturalist.org/taxa/362445,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,simplex,"",2019-08-27T03:11:24Z,Thalictrum simplex,species,http://www.ubio.org/browser/details.php?namebankID=5857308
絶滅危惧II類（VU）,維管束植物,ヤクシマカラマツ,Thalictrum tuberiferum var. yakusimense,1039453,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T05:01:22Z,https://www.inaturalist.org/taxa/1039453,https://www.inaturalist.org/taxa/1039453,https://www.inaturalist.org/taxa/868542,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,tuberiferum,yakusimense,2020-02-25T01:32:48Z,Thalictrum tuberiferum yakusimense,variety,https://eol.org/pages/52518957
絶滅危惧II類（VU）,維管束植物,タマカラマツ,Thalictrum watanabei,1039456,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T05:03:43Z,https://www.inaturalist.org/taxa/1039456,https://www.inaturalist.org/taxa/1039456,https://www.inaturalist.org/taxa/53300,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,watanabei,"",2020-02-25T01:32:50Z,Thalictrum watanabei,species,https://eol.org/pages/52518959
絶滅危惧II類（VU）,維管束植物,チョウセンキンミズヒキ,Agrimonia coreana,867840,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:48:24Z,https://www.inaturalist.org/taxa/867840,https://www.inaturalist.org/taxa/867840,https://www.inaturalist.org/taxa/55896,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia,coreana,"",2019-08-11T11:41:16Z,Agrimonia coreana,species,plantsoftheworldonline.org
絶滅危惧II類（VU）,維管束植物,ハゴロモグサ,Alchemilla japonica,56056,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:56:37Z,https://www.inaturalist.org/taxa/56056,https://www.inaturalist.org/taxa/56056,https://www.inaturalist.org/taxa/56023,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,japonica,"",2019-02-16T18:27:18Z,Alchemilla japonica,species,http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=4350746
絶滅危惧II類（VU）,維管束植物,アポイヤマブキショウマ,Aruncus dioicus var. subrotundus,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,エゾサンザシ,Crataegus jozana,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,シコクシモツケソウ,Filipendula tsuguwoi,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,テンノウメ,Osteomeles anthyllidifolia var. subrotunda,977888,ja,Japan,JP,"",Japanese,Keita Watanabe,2019-12-14T07:57:22Z,https://www.inaturalist.org/taxa/977888,https://www.inaturalist.org/taxa/977888,https://www.inaturalist.org/taxa/124445,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Osteomeles,anthyllidifolia,subrotunda,2019-12-14T07:57:59Z,Osteomeles anthyllidifolia subrotunda,variety,http://ylist.info
絶滅危惧II類（VU）,維管束植物,ツチグリ,Potentilla discolor,701718,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:49:33Z,https://www.inaturalist.org/taxa/701718,https://www.inaturalist.org/taxa/701718,https://www.inaturalist.org/taxa/53186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,discolor,"",2019-10-17T21:48:51Z,Potentilla discolor,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7179419
絶滅危惧II類（VU）,維管束植物,キンロバイ,Potentilla fruticosa var. rigida,76606,ja,Japan,JP,"",Japanese,harum.koh,2019-07-23T13:43:10Z,https://www.inaturalist.org/taxa/76606,https://www.inaturalist.org/taxa/76606,https://www.inaturalist.org/taxa/72087,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dasiphora,fruticosa,"",2019-11-24T04:42:12Z,Dasiphora fruticosa,species,""
絶滅危惧II類（VU）,維管束植物,メアカンキンバイ,Potentilla miyabei,949238,ja,Japan,JP,"",Japanese,Takaaki Hattori,2019-10-01T05:28:33Z,https://www.inaturalist.org/taxa/949238,https://www.inaturalist.org/taxa/949238,https://www.inaturalist.org/taxa/72362,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sibbaldia,miyabei,"",2020-02-19T04:48:24Z,Sibbaldia miyabei,species,https://eol.org/pages/52556118
絶滅危惧II類（VU）,維管束植物,ヒロハノカワラサイコ,Potentilla niponica,733171,ja,Japan,JP,"",Japanese,harum.koh,2018-06-16T14:54:05Z,https://www.inaturalist.org/taxa/733171,https://www.inaturalist.org/taxa/733171,https://www.inaturalist.org/taxa/53186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,niponica,"",2019-06-11T02:29:40Z,Potentilla niponica,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7210370
絶滅危惧II類（VU）,維管束植物,ウラジロキンバイ,Potentilla nivea,167366,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:14:27Z,https://www.inaturalist.org/taxa/167366,https://www.inaturalist.org/taxa/167366,https://www.inaturalist.org/taxa/53186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,nivea,"",2019-08-27T03:12:34Z,Potentilla nivea,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Potentilla+nivea
絶滅危惧II類（VU）,維管束植物,アオナシ,Pyrus ussuriensis var. hondoensis,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,サンショウバラ,Rosa hirtula,503710,ja,Japan,JP,"",Japanese,harum.koh,2016-08-09T13:47:19Z,https://www.inaturalist.org/taxa/503710,https://www.inaturalist.org/taxa/503710,https://www.inaturalist.org/taxa/53438,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,hirtula,"",2019-02-16T18:58:09Z,Rosa hirtula,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7189153
絶滅危惧II類（VU）,維管束植物,シマバライチゴ,Rubus lambertianus,556553,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T07:07:33Z,https://www.inaturalist.org/taxa/556553,https://www.inaturalist.org/taxa/556553,https://www.inaturalist.org/taxa/47544,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,lambertianus,"",2019-11-24T02:36:06Z,Rubus lambertianus,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7183270
絶滅危惧II類（VU）,維管束植物,サナギイチゴ,Rubus pungens var. oldhamii,899330,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T07:03:23Z,https://www.inaturalist.org/taxa/899330,https://www.inaturalist.org/taxa/899330,https://www.inaturalist.org/taxa/47544,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,pungens,"",2019-07-23T14:01:04Z,Rubus pungens,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/7181434
絶滅危惧II類（VU）,維管束植物,サナギイチゴ,Rubus pungens var. oldhamii,899329,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:36:26Z,https://www.inaturalist.org/taxa/899329,https://www.inaturalist.org/taxa/899329,https://www.inaturalist.org/taxa/899330,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,pungens,oldhamii,2020-02-19T04:44:08Z,Rubus pungens oldhamii,variety,https://eol.org/pages/49905238
絶滅危惧II類（VU）,維管束植物,エゾシモツケ,Spiraea sericea,904542,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:20Z,https://www.inaturalist.org/taxa/904542,https://www.inaturalist.org/taxa/904542,https://www.inaturalist.org/taxa/363711,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,media,sericea,2019-06-30T02:57:07Z,Spiraea media sericea,variety,http://ylist.info
絶滅危惧II類（VU）,維管束植物,サイコクイカリソウ,Epimedium diphyllum subsp. kitamuranum,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,クモイイカリソウ,Epimedium koreanum var. coelestre,,,,,,,,,,,,,,,,,,,,,,,
絶滅危惧II類（VU）,維管束植物,オニバス,Euryale ferox,183481,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:22:15Z,https://www.inaturalist.org/taxa/183481,https://www.inaturalist.org/taxa/183481,https://www.inaturalist.org/taxa/183488,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Euryale,ferox,"",2019-02-16T14:42:32Z,Euryale ferox,species,http://www.ubio.org/browser/details.php?namebankID=2670552
絶滅危惧II類（VU）,維管束植物,オグラコウホネ,Nuphar oguraensis,1030060,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T06:18:54Z,https://www.inaturalist.org/taxa/1030060,https://www.inaturalist.org/taxa/1030060,https://www.inaturalist.org/taxa/57849,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,oguraensis,"",2020-02-09T06:18:43Z,Nuphar oguraensis,species,https://eol.org/pages/49154210
絶滅危惧II類（VU）,維管束植物,オグラコウホネ,Nuphar oguraensis,198898,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-03-14T01:22:10Z,https://www.inaturalist.org/taxa/198898,https://www.inaturalist.org/taxa/198898,https://www.inaturalist.org/taxa/198897,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,pumila,oguraensis,2019-02-15T17:31:40Z,Nuphar pumila oguraensis,subspecies,http://www.ubio.org/browser/details.php?namebankID=5895550
